Location ID	 Start Date Time	 Max Date Time  	 Max Level	 Duration	 Leq 	 SEL  	 Classification
19	 0:00           	 0:00           	66.4	11	62.6	73	 
14	 0:00           	 0:01           	64.6	147	53.7	75.3	 
27	 0:00           	 0:00           	64.9	19	64.3	77.1	 
15	 0:00           	 0:01           	66.3	9	63.7	73.3	 
1	 0:00           	 0:01           	54.1	12	53.6	64.5	 
19	 0:01           	 0:01           	66.4	17	64.2	76.4	 
44	 0:01           	 0:01           	72.8	29	67.7	82.4	 Aircraft
1	 0:01           	 0:01           	54	14	53.6	65.1	 
27	 0:01           	 0:01           	66.1	13	65	76.2	 
29	 0:01           	 0:01           	75.5	29	70	84.7	 Aircraft
21	 0:01           	 0:01           	64.5	22	59.3	72.7	 
1	 0:01           	 0:02           	59.6	115	56.3	76.9	 Aircraft
20	 0:02           	 0:02           	59.7	11	59	69.5	 Aircraft
27	 0:02           	 0:02           	66.1	32	65	79.9	 
31	 0:02           	 0:02           	79.8	26	72.9	87.1	 Aircraft
44	 0:02           	 0:03           	69.1	9	65.3	75	 
14	 0:03           	 0:03           	53	64	51.2	69.2	 
27	 0:03           	 0:04           	65.3	15	64.7	76.5	 
1	 0:03           	 0:04           	55.1	10	53.9	63.7	 
19	 0:04           	 0:04           	79.3	30	69.9	84.7	 
1	 0:04           	 0:04           	54.7	24	53.5	67.3	 
14	 0:04           	 0:04           	51.2	21	50.5	63.7	 
19	 0:04           	 0:05           	65.1	10	62.2	72	 
27	 0:05           	 0:06           	67	83	65	84.2	 
19	 0:05           	 0:05           	65.4	22	61.9	75.4	 
14	 0:05           	 0:05           	53.2	45	51.3	67.9	 
14	 0:06           	 0:07           	62.5	54	54.3	71.6	 
44	 0:06           	 0:06           	72.1	31	67.5	82.4	 Aircraft
30	 0:06           	 0:06           	70.9	11	68.9	79.1	 
27	 0:06           	 0:06           	65.9	21	64.6	77.8	 
29	 0:07           	 0:07           	79.3	30	72.7	87.5	 Aircraft
19	 0:07           	 0:07           	63.9	19	60.9	73.7	 
14	 0:07           	 0:07           	52.1	33	50.7	65.9	 
31	 0:07           	 0:07           	81.9	28	74.5	89	 Aircraft
27	 0:07           	 0:08           	68.7	94	65.5	85.2	 
14	 0:08           	 0:08           	53.6	92	51.1	70.7	 
44	 0:08           	 0:08           	74.3	32	68.8	83.8	 Aircraft
19	 0:08           	 0:08           	65.1	25	61.6	75.7	 
31	 0:08           	 0:08           	67.2	16	64	76.1	 
29	 0:08           	 0:09           	79.8	31	73	87.9	 Aircraft
44	 0:09           	 0:09           	68.6	10	64.3	74.1	 
31	 0:09           	 0:09           	83.3	29	75.3	89.9	 Aircraft
19	 0:09           	 0:09           	70.6	27	64.7	79	 
14	 0:09           	 0:09           	51.5	48	50.4	67.2	 
27	 0:09           	 0:09           	66.1	13	65	76.3	 
44	 0:09           	 0:10           	81	63	72.5	90.4	 Aircraft
29	 0:10           	 0:10           	85.6	41	78.1	94.2	 Aircraft
31	 0:10           	 0:10           	60.7	10	59.5	69.5	 
27	 0:10           	 0:10           	66.6	27	65.2	79.5	 
14	 0:10           	 0:10           	52.3	17	51.1	63.5	 
31	 0:10           	 0:11           	89.6	35	80.7	96.2	 Aircraft
44	 0:11           	 0:11           	68.8	10	63.1	72.9	 
1	 0:11           	 0:11           	56.2	198	54.3	77.3	 
3	 0:11           	 0:11           	68.2	10	66.9	76.8	 Aircraft
14	 0:12           	 0:13           	72.9	119	58.7	79.4	 
10	 0:13           	 0:13           	59.7	50	58.2	75.2	 
27	 0:13           	 0:13           	66.5	15	65.2	77	 
14	 0:14           	 0:14           	51.9	19	51	63.8	 
27	 0:14           	 0:14           	68.3	25	65.8	79.7	 
44	 0:14           	 0:14           	72.1	32	67.3	82.4	 Aircraft
19	 0:14           	 0:14           	73.4	14	68.1	79.4	 
10	 0:14           	 0:14           	59.4	18	58.5	71	 
14	 0:14           	 0:15           	51.7	49	50.8	67.7	 
29	 0:14           	 0:15           	76.7	32	70.6	85.6	 Aircraft
19	 0:14           	 0:14           	66.9	12	62.7	73.5	 
27	 0:15           	 0:15           	66.7	40	65.1	81.1	 
31	 0:15           	 0:15           	81.1	30	73.3	88	 Aircraft
10	 0:15           	 0:16           	59.9	57	58	75.6	 
27	 0:15           	 0:16           	81	60	73.4	91.2	 Aircraft
44	 0:15           	 0:16           	74.1	36	68.4	83.9	 Aircraft
8	 0:15           	 0:16           	60.6	27	59.7	74	 Aircraft
14	 0:16           	 0:16           	51.5	21	50.5	63.8	 
25	 0:16           	 0:16           	77.4	37	72	87.7	 Aircraft
31	 0:16           	 0:16           	61.2	14	60.2	71.7	 
29	 0:16           	 0:16           	77.8	32	72.3	87.3	 Aircraft
41	 0:16           	 0:16           	72.9	33	69.1	84.3	 Aircraft
10	 0:16           	 0:17           	59.6	53	57.9	75.1	 
33	 0:16           	 0:16           	65	31	63	77.8	 Aircraft
22	 0:16           	 0:16           	64	21	61.8	75	 Aircraft
14	 0:16           	 0:16           	50.6	16	50.2	62.3	 
31	 0:17           	 0:17           	83.7	29	76	90.5	 Aircraft
5	 0:17           	 0:17           	63.9	15	62.9	74.7	 Aircraft
14	 0:17           	 0:18           	81.4	87	68.4	87.8	 
43	 0:17           	 0:17           	69.5	22	66	79.4	 Aircraft
10	 0:17           	 0:17           	59.4	33	57.6	72.8	 
27	 0:17           	 0:17           	67	28	65.9	80.4	 
27	 0:18           	 0:18           	66.5	24	65.3	79.1	 
35	 0:18           	 0:19           	80.1	18	74.2	86.7	 
44	 0:19           	 0:19           	73.9	35	68.8	84.2	 Aircraft
33	 0:19           	 0:19           	65.7	9	64.1	73.7	 
27	 0:19           	 0:19           	66	24	64.9	78.7	 
29	 0:19           	 0:19           	77.8	32	72	87	 Aircraft
14	 0:19           	 0:20           	53.7	33	51.3	66.5	 
19	 0:19           	 0:19           	73.3	24	66.1	79.8	 
20	 0:19           	 0:20           	63.5	8	60.8	70	 
31	 0:20           	 0:20           	82.7	33	75.2	90.4	 Aircraft
44	 0:20           	 0:20           	64.7	23	61	74.6	 
14	 0:20           	 0:20           	54	28	51.9	66.3	 
14	 0:21           	 0:21           	52.5	26	51.4	65.6	 
31	 0:21           	 0:21           	65.4	14	62.9	74.3	 
10	 0:21           	 0:21           	64.6	11	60.9	71.4	 
16	 0:21           	 0:21           	74.8	9	71.9	81.5	 
27	 0:21           	 0:21           	67.6	40	65.7	81.7	 
19	 0:21           	 0:21           	68.8	15	64.9	76.8	 
14	 0:21           	 0:21           	51.6	36	50.7	66.2	 
14	 0:22           	 0:22           	51	18	50.2	62.7	 
27	 0:22           	 0:23           	65.9	20	65	77.9	 
14	 0:23           	 0:23           	52.1	12	51.2	62	 
19	 0:23           	 0:23           	78.3	21	71.4	84.6	 
27	 0:23           	 0:23           	66.5	22	65	78.5	 
14	 0:23           	 0:24           	52.8	94	51	70.7	 
23	 0:23           	 0:23           	63.5	11	61	71.4	 
10	 0:23           	 0:23           	58.8	73	57.8	76.4	 
23	 0:23           	 0:24           	61.3	14	60.3	71.6	 
27	 0:24           	 0:24           	65.3	11	64.6	75.1	 
11	 0:24           	 0:24           	64.1	12	61.5	72.4	 
23	 0:24           	 0:24           	59.7	17	59.3	71.5	 
8	 0:24           	 0:24           	67.1	11	64	74.3	 
23	 0:25           	 0:25           	61.3	10	59.8	69.6	 
10	 0:25           	 0:25           	58.1	10	57.5	67.4	 
14	 0:25           	 0:25           	52	25	50.8	64.7	 
14	 0:25           	 0:26           	51.3	31	50.5	65.4	 
23	 0:26           	 0:26           	71.2	18	64.7	77.2	 
19	 0:26           	 0:26           	65.9	9	63.5	73.2	 
14	 0:26           	 0:26           	51.1	12	50.6	61.3	 
14	 0:27           	 0:27           	53.6	24	51.2	65	 
10	 0:28           	 0:28           	59.4	69	58.1	76.5	 
1	 0:28           	 0:28           	54.7	25	53.9	67.9	 
44	 0:28           	 0:29           	74	30	68.4	83.2	 Aircraft
14	 0:28           	 0:29           	54.4	53	51.1	68.3	 
1	 0:29           	 0:29           	53.8	9	53.4	63.2	 
29	 0:29           	 0:29           	77.5	30	71.5	86.3	 Aircraft
1	 0:29           	 0:31           	58.1	135	54.7	76	 
10	 0:29           	 0:29           	59.1	21	58.2	71.4	 
31	 0:29           	 0:30           	83.3	27	75	89.4	 Aircraft
23	 0:30           	 0:30           	76.3	13	69.6	80.6	 
14	 0:30           	 0:30           	52.4	12	51	61.7	 
14	 0:32           	 0:32           	54.1	15	51.5	63.3	 
30	 0:32           	 0:32           	69.2	12	67.1	77.8	 
14	 0:32           	 0:33           	52.4	56	50.9	68.4	 
19	 0:35           	 0:35           	94.6	36	80.8	96.4	 
11	 0:35           	 0:35           	62	12	58.5	69.1	 
27	 0:35           	 0:35           	65.6	13	64.5	75.5	 
14	 0:35           	 0:35           	52	18	51	63.7	 
13	 0:35           	 0:35           	85.1	22	75.4	88.8	 
14	 0:36           	 0:36           	52.7	25	51.2	65.1	 
10	 0:36           	 0:36           	57.6	9	57.3	67.1	 
27	 0:36           	 0:36           	65.8	10	64.7	74.7	 
10	 0:37           	 0:37           	58.9	15	58.2	69.9	 
10	 0:37           	 0:37           	58.4	13	57.8	68.8	 
10	 0:37           	 0:37           	58.5	34	57.5	72.9	 
27	 0:38           	 0:38           	65.4	10	64.8	74.7	 
10	 0:38           	 0:39           	58.9	37	57.8	73.4	 
30	 0:39           	 0:39           	68.3	10	66.1	76.1	 
27	 0:39           	 0:39           	65.3	18	64.5	77.1	 
10	 0:39           	 0:39           	58.4	19	57.7	70.4	 
1	 0:40           	 0:41           	58.3	151	54.9	76.7	 
19	 0:40           	 0:40           	68.3	29	64.7	79.3	 
10	 0:41           	 0:41           	58.4	10	57.6	67.4	 Aircraft
10	 0:41           	 0:41           	59	39	57.8	73.8	 Aircraft
10	 0:42           	 0:42           	59	28	57.6	72.1	 Aircraft
14	 0:42           	 0:42           	52	9	51.1	60.8	 
1	 0:43           	 0:43           	55.5	59	54.3	72	 
10	 0:43           	 0:43           	59.3	17	57.9	70.2	 
27	 0:43           	 0:43           	66.2	16	65.1	77.1	 
31	 0:43           	 0:43           	63.8	15	61.5	73.3	 
3	 0:43           	 0:43           	71.6	11	68.7	79.2	 
19	 0:43           	 0:43           	68.5	15	64	75.9	 
27	 0:43           	 0:43           	65	10	64.6	74.4	 
14	 0:43           	 0:43           	51.2	13	50.6	61.6	 
1	 0:44           	 0:44           	56.4	61	54.7	72.5	 
27	 0:44           	 0:44           	82.2	56	75.5	93	 Aircraft
8	 0:44           	 0:44           	61.6	30	60	74.8	 Aircraft
28	 0:44           	 0:44           	68.4	28	66.9	81.4	 Aircraft
25	 0:44           	 0:44           	76	58	71	88.7	 Aircraft
41	 0:44           	 0:45           	71.3	52	67.9	85.1	 Aircraft
14	 0:44           	 0:44           	51.4	23	50.6	64.2	 
22	 0:44           	 0:45           	71.5	45	67.5	84.1	 Aircraft
33	 0:44           	 0:45           	65.2	51	62.9	80	 Aircraft
26	 0:44           	 0:45           	61.7	24	60.1	74	 Aircraft
17	 0:45           	 0:45           	69.9	43	66.9	83.2	 Aircraft
19	 0:45           	 0:45           	69.1	10	63.5	73.3	 
18	 0:45           	 0:45           	60.8	27	59.6	73.9	 
5	 0:45           	 0:45           	68.8	35	66.2	81.7	 Aircraft
38	 0:45           	 0:46           	72.3	42	68	84.2	 Aircraft
19	 0:45           	 0:46           	72.3	39	66.4	82.3	 
43	 0:46           	 0:46           	63.3	20	61.5	74.5	 
31	 0:46           	 0:46           	63.5	19	61.3	74	 
13	 0:46           	 0:46           	71.6	17	70	82.3	 
3	 0:46           	 0:46           	74.7	21	69.8	83	 
46	 0:46           	 0:46           	59.8	40	57.6	73.7	 
27	 0:46           	 0:47           	89	54	80.1	97.5	 Aircraft
1	 0:46           	 0:46           	55.8	84	54.4	73.6	 
8	 0:46           	 0:47           	63.8	26	62.3	76.4	 Aircraft
28	 0:46           	 0:47           	71	22	69	82.5	 Aircraft
10	 0:47           	 0:47           	58.2	9	57.6	67.2	 
25	 0:47           	 0:47           	76.7	42	72.2	88.4	 Aircraft
41	 0:47           	 0:47           	72.9	57	68.4	86	 Aircraft
10	 0:47           	 0:47           	58.5	11	58	68.2	 
33	 0:47           	 0:47           	64.2	42	61.7	78	 Aircraft
22	 0:47           	 0:47           	70.1	34	66.7	82	 Aircraft
17	 0:47           	 0:47           	69	28	65.6	80.1	 Aircraft
18	 0:47           	 0:47           	59.8	16	58.9	71	 
8	 0:47           	 0:47           	62.3	17	60.9	73.1	 
11	 0:47           	 0:48           	57.5	13	55.7	66.7	 
5	 0:47           	 0:48           	67.4	21	65.2	78.3	 Aircraft
1	 0:47           	 0:48           	54.7	25	53.6	67.6	 
43	 0:48           	 0:48           	70.8	36	67.5	83.1	 Aircraft
42	 0:48           	 0:48           	67.8	33	64.9	80	 Aircraft
10	 0:48           	 0:48           	58.4	24	57.6	71.4	 
14	 0:48           	 0:48           	54.6	13	51.5	62.6	 
38	 0:48           	 0:48           	62.6	16	61	72.9	 
45	 0:48           	 0:48           	60.6	51	58.5	75.6	 Aircraft
10	 0:48           	 0:48           	59.6	15	58.4	70.1	 
1	 0:49           	 0:49           	57.7	54	54.3	71.6	 
44	 0:49           	 0:49           	71.2	28	66.8	81.3	 Aircraft
29	 0:49           	 0:49           	75.6	28	70.3	84.8	 Aircraft
10	 0:50           	 0:50           	58.3	20	57.4	70.3	 
31	 0:50           	 0:50           	80.2	23	73.6	87.3	 Aircraft
1	 0:50           	 0:50           	53.9	14	53.3	64.9	 
10	 0:51           	 0:51           	58.8	23	57.6	71.3	 
1	 0:51           	 0:51           	54.9	50	53.8	70.8	 
44	 0:51           	 0:51           	71.6	29	67.3	81.9	 Aircraft
10	 0:51           	 0:52           	57.9	19	57.4	70.1	 
29	 0:52           	 0:52           	75.1	29	69.7	84.3	 Aircraft
1	 0:52           	 0:52           	55.6	33	54.2	69.4	 
27	 0:52           	 0:52           	65.8	15	64.7	76.5	 
31	 0:52           	 0:52           	79.4	26	72.5	86.7	 Aircraft
10	 0:52           	 0:52           	59.1	14	57.9	69.4	 
1	 0:52           	 0:52           	59.2	179	54.9	77.4	 
10	 0:53           	 0:54           	59.8	82	58.2	77.3	 
31	 0:53           	 0:53           	64.7	13	62.7	73.7	 
10	 0:54           	 0:55           	69	62	61	78.9	 
1	 0:55           	 0:56           	57.1	32	54.8	69.8	 
31	 0:56           	 0:56           	61.8	19	60.2	72.9	 
30	 0:56           	 0:56           	68.6	10	67	76.8	 
14	 0:57           	 0:57           	51.1	14	50.4	61.7	 
27	 0:57           	 0:57           	84.9	40	77.8	93.8	 Aircraft
8	 0:57           	 0:57           	61.9	36	60.3	75.9	 Aircraft
14	 0:57           	 0:57           	54.3	11	52.7	63.2	 
1	 0:57           	 0:57           	55.4	53	53.6	70.9	 
28	 0:57           	 0:57           	69.3	12	67.5	78.4	 
25	 0:57           	 0:57           	76	41	71.6	87.8	 Aircraft
41	 0:57           	 0:58           	73.8	62	68.9	86.8	 Aircraft
22	 0:57           	 0:58           	71.4	35	66.8	82.2	 Aircraft
33	 0:57           	 0:58           	65.3	41	61.7	77.8	 Aircraft
17	 0:58           	 0:58           	68.2	29	65.1	79.7	 Aircraft
1	 0:58           	 0:58           	54.1	25	53.4	67.4	 
5	 0:58           	 0:58           	65.3	18	63.5	76	 Aircraft
10	 0:58           	 0:58           	58.7	9	57.8	67.4	 
43	 0:58           	 0:58           	67.9	34	65.4	80.7	 Aircraft
42	 0:58           	 0:58           	71.2	32	67.5	82.6	 Aircraft
14	 0:58           	 0:58           	52	10	51	60.9	 
45	 0:58           	 0:59           	62.3	45	59.3	75.8	 Aircraft
31	 0:59           	 0:59           	61.6	22	60.2	73.7	 
10	 0:59           	 0:59           	59.8	25	58.7	72.6	 
14	 0:59           	 1:00           	53.1	28	52.3	66.8	 
1	 0:59           	 1:00           	53.8	12	53.3	64	 
1	 1:00           	 1:00           	53.9	10	53.4	63.5	 
23	 1:00           	 1:01           	71.7	68	65.2	83.5	 
1	 1:01           	 1:03           	56.9	198	54.4	77.4	 
24	 1:01           	 1:02           	59.3	19	57.7	70.5	 
28	 1:02           	 1:02           	84.7	26	79	93.1	 Aircraft
22	 1:02           	 1:02           	77.3	39	71.8	87.7	 Aircraft
18	 1:02           	 1:03           	69.5	45	66	82.5	 Aircraft
17	 1:02           	 1:03           	73.4	47	69.1	85.8	 Aircraft
11	 1:03           	 1:03           	59.2	34	56.5	71.8	 Aircraft
39	 1:03           	 1:04           	68.8	30	65.9	80.7	 Aircraft
38	 1:03           	 1:04           	64.1	21	62.8	76.1	 
46	 1:04           	 1:04           	67.1	37	63.5	79.2	 Aircraft
40	 1:04           	 1:04           	65.8	10	64.5	74.6	 Aircraft
1	 1:05           	 1:07           	59.3	155	55.3	77.2	 
43	 1:05           	 1:05           	66.8	9	64.2	73.9	 
44	 1:06           	 1:07           	75.5	39	69.8	85.7	 Aircraft
29	 1:07           	 1:07           	80.9	37	74.6	90.3	 Aircraft
31	 1:07           	 1:08           	86	34	77.7	93	 Aircraft
1	 1:08           	 1:08           	54.8	25	53.8	67.8	 
14	 1:08           	 1:08           	51.4	22	50.6	64	 
1	 1:08           	 1:10           	63.3	241	55.8	79.6	 
2	 1:11           	 1:11           	65.8	9	63.9	73.6	 
14	 1:11           	 1:12           	61.8	15	56.6	68.3	 
19	 1:11           	 1:11           	65.8	10	62.4	72.3	 
1	 1:14           	 1:14           	54.4	30	53.6	68.3	 
19	 1:15           	 1:15           	67.5	9	63.6	73.3	 
1	 1:15           	 1:15           	53.9	14	53.4	64.9	 
1	 1:15           	 1:16           	56.5	97	54.2	74	 
8	 1:18           	 1:18           	65.4	10	62.5	72.5	 
29	 1:21           	 1:21           	65.1	46	62.2	78.8	 
1	 1:22           	 1:22           	54.9	26	53.7	67.8	 
19	 1:22           	 1:22           	73.6	15	68.1	80	 
1	 1:22           	 1:22           	56.6	52	55.3	72.4	 Aircraft
10	 1:23           	 1:23           	59.3	24	58.2	72.1	 Aircraft
10	 1:24           	 1:24           	61.3	41	58.5	74.6	 
1	 1:24           	 1:24           	54.9	14	53.8	65.1	 
1	 1:25           	 1:25           	55	20	54	67.1	 
10	 1:25           	 1:25           	58.6	9	57.9	67.6	 
1	 1:25           	 1:25           	54.8	33	53.7	68.9	 
19	 1:25           	 1:25           	72.6	13	67.9	79.1	 
10	 1:25           	 1:25           	64.2	12	59.9	70.8	 
1	 1:26           	 1:26           	62	34	55.7	70.9	 
1	 1:27           	 1:27           	63.9	17	59.4	71.8	 
10	 1:28           	 1:29           	58.4	16	57.8	69.7	 
44	 1:29           	 1:30           	77.6	43	71.4	87.7	 Aircraft
29	 1:30           	 1:30           	82.2	45	75.1	91.7	 Aircraft
31	 1:30           	 1:30           	87	41	78.4	94.5	 Aircraft
1	 1:30           	 1:30           	55.1	20	53.4	66.4	 
10	 1:30           	 1:31           	59.1	16	57.9	69.9	 
30	 1:31           	 1:31           	70.7	10	69	78.8	 
31	 1:31           	 1:31           	70.4	22	66	79.3	 
10	 1:32           	 1:32           	61.8	11	59.2	69.5	 
10	 1:33           	 1:33           	57.9	11	57.4	67.6	 
14	 1:33           	 1:33           	69.6	25	62	76.1	 
19	 1:33           	 1:33           	74.7	13	69.8	80.8	 
44	 1:33           	 1:33           	70.6	29	66.2	80.8	 Aircraft
29	 1:34           	 1:34           	74.8	31	69.6	84.5	 Aircraft
19	 1:34           	 1:34           	65.9	14	62.7	74.2	 
1	 1:34           	 1:34           	54.9	26	53.8	68	 
31	 1:34           	 1:35           	79.5	30	72.3	87.1	 Aircraft
19	 1:36           	 1:36           	69.9	10	65.7	75.5	 
1	 1:36           	 1:37           	56.4	80	54.5	73.6	 
40	 1:37           	 1:37           	69.5	32	68.4	83.5	 
10	 1:38           	 1:38           	58.8	14	58	69.5	 
1	 1:38           	 1:38           	54.6	20	53.7	66.8	 
44	 1:38           	 1:39           	75.7	39	69.6	85.5	 Aircraft
29	 1:39           	 1:39           	79.7	39	73.2	89.2	 Aircraft
31	 1:39           	 1:40           	84.7	33	77.3	92.5	 Aircraft
1	 1:40           	 1:40           	55.7	99	54.3	74.2	 
11	 1:41           	 1:41           	78.4	13	71.4	82.5	 
10	 1:42           	 1:42           	58.2	16	57.5	69.5	 
1	 1:42           	 1:42           	54.8	16	53.8	65.9	 
14	 1:42           	 1:42           	51.5	12	50.7	61.5	 
10	 1:42           	 1:42           	61.8	17	59.5	71.7	 
1	 1:42           	 1:42           	63.4	29	56.1	70.8	 
15	 1:42           	 1:42           	67.6	9	64	73.7	 
10	 1:43           	 1:43           	58.1	11	57.6	68	 
1	 1:43           	 1:43           	54.9	12	53.9	64.6	 
1	 1:44           	 1:45           	57.6	127	54.7	75.7	 
40	 1:44           	 1:44           	103.9	34	92.2	107.4	 
10	 1:44           	 1:44           	58.7	22	57.7	71.2	 
19	 1:45           	 1:45           	66.7	10	63.6	73.4	 
10	 1:46           	 1:46           	62.4	48	59.1	75.9	 
1	 1:46           	 1:47           	54.8	28	53.6	68	 
1	 1:48           	 1:49           	57.6	77	54.3	73.2	 
1	 1:49           	 1:49           	55.7	29	54	68.6	 
44	 1:50           	 1:50           	80.1	44	73.3	89.7	 Aircraft
29	 1:50           	 1:51           	85.1	44	77	93.5	 Aircraft
1	 1:51           	 1:51           	55.1	20	54.2	67.2	 
14	 1:51           	 1:51           	52.3	12	50.8	61.7	 
31	 1:51           	 1:51           	89.1	35	80.3	95.8	 Aircraft
32	 1:51           	 1:51           	61.8	16	59.2	71.2	 Aircraft
40	 1:51           	 1:51           	74.4	10	70	79.8	 
8	 1:51           	 1:52           	66.6	17	62.5	74.8	 
1	 1:52           	 1:52           	54.1	20	53.5	66.6	 
31	 1:52           	 1:52           	69.6	34	62.9	78.2	 
3	 1:52           	 1:52           	68.1	21	66.6	80	 
1	 1:52           	 1:52           	54.2	13	53.3	64.5	 
19	 1:52           	 1:52           	72.7	11	68.8	79.2	 
8	 1:52           	 1:53           	63.3	13	61.3	72.5	 
10	 1:54           	 1:55           	60.4	32	58.2	73.2	 
19	 1:57           	 1:58           	66.1	9	63.5	73.2	 
28	 1:59           	 1:59           	71.4	18	68.3	80.8	 
10	 2:00           	 2:00           	60.4	18	58.9	71.4	 
10	 2:01           	 2:01           	63.9	37	58.3	74	 
10	 2:02           	 2:03           	60.4	37	58.2	73.8	 
1	 2:03           	 2:04           	54.8	11	54	64.4	 
44	 2:04           	 2:04           	71.9	29	66.9	81.5	 Aircraft
1	 2:04           	 2:04           	55.1	15	54.1	65.8	 
28	 2:04           	 2:04           	82.9	28	76.9	91.4	 Aircraft
1	 2:04           	 2:04           	55.8	18	53.7	66.3	 
29	 2:04           	 2:04           	75.9	30	70.3	85.1	 Aircraft
22	 2:04           	 2:05           	78.6	28	71.9	86.4	 Aircraft
32	 2:05           	 2:05           	63.6	15	61.4	73.1	 Aircraft
31	 2:05           	 2:05           	80.1	39	71.7	87.7	 Aircraft
18	 2:05           	 2:05           	69.6	33	65.9	81.1	 Aircraft
17	 2:05           	 2:05           	74	29	69.6	84.3	 Aircraft
11	 2:05           	 2:05           	57.6	23	55.9	69.6	 Aircraft
44	 2:05           	 2:06           	75.7	36	70.1	85.6	 Aircraft
14	 2:06           	 2:06           	54.1	31	51.9	66.8	 
10	 2:06           	 2:06           	60.2	33	58.3	73.5	 
39	 2:06           	 2:06           	67.6	22	63.9	77.3	 Aircraft
46	 2:06           	 2:06           	58.3	31	56.7	71.6	 
31	 2:06           	 2:06           	58.9	11	58.4	68.8	 
29	 2:06           	 2:06           	80.7	36	74.5	90	 Aircraft
27	 2:06           	 2:06           	79.7	22	74.6	88.1	 Aircraft
14	 2:06           	 2:06           	52.6	11	51	61.2	 
25	 2:06           	 2:07           	74.2	36	69.3	84.8	 Aircraft
31	 2:06           	 2:07           	84	36	76.5	92	 Aircraft
41	 2:07           	 2:07           	71.4	28	66.6	81	 
33	 2:07           	 2:07           	66.6	46	63.8	80.4	 Aircraft
19	 2:07           	 2:07           	78.3	14	73.6	85	 
1	 2:07           	 2:07           	56.3	32	54.4	69.4	 
42	 2:07           	 2:07           	67.4	19	65.3	78.1	 Aircraft
45	 2:07           	 2:08           	70.4	41	64.1	80.2	 Aircraft
24	 2:07           	 2:08           	66.5	37	62.6	78.3	 Aircraft
1	 2:08           	 2:08           	55.8	11	54.5	65	 
19	 2:08           	 2:08           	64	10	60.7	70.5	 
31	 2:08           	 2:08           	68.4	23	65.3	78.9	 
10	 2:08           	 2:08           	58.5	22	57.6	70.9	 
1	 2:08           	 2:08           	59.9	12	57.5	68.3	 
1	 2:08           	 2:08           	56.2	23	54.9	68.6	 
17	 2:09           	 2:09           	64.5	9	62.4	72.1	 
21	 2:09           	 2:09           	60.7	17	58.4	70.6	 Aircraft
10	 2:09           	 2:09           	60.4	45	57.9	74.5	 
14	 2:09           	 2:09           	62.3	41	55	71.2	 Aircraft
10	 2:10           	 2:10           	60.5	56	58.6	76.1	 
10	 2:11           	 2:11           	59.8	43	58	74.4	 
31	 2:11           	 2:11           	65.7	22	62.5	75.9	 
14	 2:11           	 2:11           	54.2	9	53	62.6	 
1	 2:11           	 2:11           	54.2	10	53.6	63.6	 
10	 2:12           	 2:12           	60	89	58.2	77.6	 
8	 2:12           	 2:12           	65.3	30	63.1	77.9	 Aircraft
27	 2:12           	 2:12           	91.5	42	82.3	98.5	 Aircraft
25	 2:12           	 2:12           	80.5	40	74.4	90.4	 Aircraft
41	 2:12           	 2:12           	75.8	42	71	87.1	 Aircraft
33	 2:12           	 2:13           	68.3	41	65	81.2	 Aircraft
26	 2:12           	 2:12           	61.5	22	60.7	74.2	 Aircraft
22	 2:12           	 2:12           	66.5	30	63.3	78	 Aircraft
38	 2:12           	 2:12           	67.7	10	65	75.1	 
17	 2:12           	 2:13           	65.5	35	63.3	78.8	 Aircraft
5	 2:13           	 2:13           	71.8	29	68.1	82.7	 Aircraft
43	 2:13           	 2:13           	63.2	30	61.9	76.7	 Aircraft
38	 2:13           	 2:13           	72.2	43	68.1	84.5	 Aircraft
46	 2:13           	 2:14           	61.8	41	58.2	74.4	 
10	 2:14           	 2:15           	66.2	62	59.9	77.8	 
19	 2:16           	 2:16           	63.5	11	61	71.2	 
1	 2:16           	 2:16           	56.7	9	55	64.6	 
10	 2:16           	 2:16           	59.3	12	58.3	69.2	 
1	 2:17           	 2:17           	57.9	16	54.8	66.8	 
10	 2:17           	 2:18           	63.4	120	58.3	79.1	 
30	 2:17           	 2:17           	68.6	11	66.6	77.2	 
14	 2:18           	 2:18           	62	14	57	68.6	 
1	 2:19           	 2:19           	54.6	11	53.6	63.9	 
1	 2:20           	 2:20           	55.7	14	54.2	65.5	 
8	 2:20           	 2:20           	60.9	11	59.4	69.7	 
3	 2:21           	 2:21           	73.6	9	70.8	80.3	 
3	 2:22           	 2:22           	70.1	9	67.7	77	 
1	 2:22           	 2:22           	55.6	10	54.6	64.6	 
10	 2:22           	 2:22           	59.6	16	58	69.9	 
1	 2:22           	 2:23           	55	31	53.8	68.8	 
10	 2:23           	 2:24           	62.8	137	58.7	80.1	 
1	 2:23           	 2:23           	54.4	20	53.4	66.4	 
27	 2:24           	 2:24           	79.8	20	75	88.1	 Aircraft
25	 2:24           	 2:24           	72.7	29	68.8	83.5	 Aircraft
41	 2:24           	 2:25           	67.1	24	64.7	78.5	 Aircraft
33	 2:24           	 2:25           	60.1	20	59.2	72.2	 Aircraft
17	 2:25           	 2:25           	66.1	28	62.5	76.9	 Aircraft
11	 2:26           	 2:26           	60.1	29	57.8	72.4	 Aircraft
10	 2:26           	 2:26           	59.7	44	57.7	74.1	 
3	 2:26           	 2:26           	78.8	9	74.6	84.2	 
1	 2:26           	 2:26           	53.7	10	53.4	63.6	 
