OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_TIME,ARR_TIME
AA,1235,SYR,CLT,625,832
AA,1236,CLT,SYR,2019,2208
AA,1237,CLT,DCA,2111,2242
AA,1238,ORD,PHX,2028,2216
AA,124,HNL,DFW,1927,709
AA,1240,DCA,LAX,1719,1933
AA,1240,LAX,DCA,754,1559
AA,1241,DFW,SEA,1943,2210
AA,1242,CHS,CLT,1305,1402
AA,1242,CLT,CHS,1103,1218
AA,1243,AUS,ORD,552,833
AA,1244,DCA,DFW,1515,1731
AA,1244,DFW,DCA,1010,1407
AA,1245,PHX,PHL,1528,2253
AA,1248,CLT,ORD,729,837
AA,1249,PDX,ORD,1120,1656
AA,1250,DCA,PHX,1729,1912
AA,1250,PHX,DCA,853,1620
AA,1251,DCA,LAS,656,910
AA,1251,LAS,DCA,1018,1750
AA,1252,DCA,MIA,1001,1259
AA,1252,MIA,DCA,524,740
AA,1253,DCA,DFW,1127,1332
AA,1254,DCA,MIA,1357,1634
AA,1254,MIA,DCA,959,1231
AA,1255,MCI,MIA,505,856
AA,1256,MIA,BDL,1958,2255
AA,1257,CVG,DFW,1917,2109
AA,1257,DFW,CVG,1459,1811
AA,1259,BOS,MIA,655,1012
AA,126,PIT,DFW,451,647
AA,1260,PWM,DCA,548,736
AA,1261,DFW,MIA,1643,2034
AA,1263,DCA,ORD,1611,1724
AA,1263,ORD,SAN,1915,2153
AA,1264,CLE,CLT,1033,1217
AA,1264,CLT,CLE,734,908
AA,1266,MSY,CLT,758,1102
AA,1267,CLE,CLT,1923,2115
AA,1267,CLT,CLE,1622,1829
AA,1268,MIA,DTW,2100,4
AA,1269,ORD,DCA,704,948
AA,1270,TPA,MIA,552,652
AA,1271,DFW,MIA,1235,1612
AA,1272,SAN,DFW,711,1233
AA,1273,DFW,RNO,2243,19
AA,1275,DFW,MIA,1001,1335
AA,1276,PHX,DFW,836,1257
AA,1277,ORD,MIA,1932,2323
AA,1278,PHL,DFW,453,737
AA,1280,PHX,JFK,2207,540
AA,1281,RSW,DFW,652,849
AA,1282,ORD,BDL,830,1128
AA,1283,SFO,DFW,1552,2123
AA,1284,CLT,ILM,2157,2249
AA,1285,BOS,DFW,1441,1741
AA,1285,DFW,BOS,844,1325
AA,1286,MIA,RDU,2212,2400
AA,1290,ORD,DFW,1323,1537
AA,1291,DFW,IAD,1911,2305
AA,1292,ORD,MSP,2053,2217
AA,1293,MIA,STX,1110,1340
AA,1293,STX,MIA,1439,1735
AA,1294,PHX,CLT,1333,2034
AA,1295,DFW,TPA,1905,2232
AA,1296,IND,DFW,736,910
AA,1297,CLT,DTW,1743,1926
AA,1297,DTW,CLT,2013,2202
AA,1299,DFW,LGA,1755,2222
AA,1303,DFW,CLT,810,1133
AA,1305,DFW,JAX,2101,28
AA,1305,LAX,DFW,1350,1849
AA,1306,TPA,MIA,750,853
AA,1308,STL,PHL,551,850
AA,1309,STL,ORD,554,716
AA,1311,DFW,PHL,2048,116
AA,1313,DEN,PHL,1219,1812
AA,1313,PHL,DEN,918,1109
AA,1314,MIA,DFW,1728,1945
AA,1315,DFW,RSW,812,1146
AA,1315,RSW,DFW,1255,1443
AA,1316,DFW,PHL,1020,1434
AA,1317,MCO,DFW,519,718
AA,1318,DSM,PHX,1816,1907
AA,1318,PHX,DSM,1257,1737
AA,1320,CLT,PHL,1602,1825
AA,1321,DEN,DFW,1446,1737
AA,1321,DFW,DEN,1258,1357
AA,1322,DEN,DFW,1839,2128
AA,1322,DFW,DEN,1649,1752
AA,1323,DFW,DTW,928,1301
AA,1323,DTW,DFW,1449,1618
AA,1324,MIA,MCO,1856,1957
AA,1325,CLT,DSM,2217,2338
AA,1326,DFW,ELP,1258,1328
AA,1326,ELP,DFW,1439,1732
AA,1327,PHL,CLT,448,629
AA,1328,ABQ,ORD,1340,1723
AA,1328,ORD,ABQ,1037,1233
AA,1329,DEN,PHX,1846,1934
AA,1329,PHX,DEN,1521,1802
AA,1330,CLT,EWR,1638,1856
AA,1330,EWR,CLT,1947,2132
AA,1331,DFW,CVG,1805,2115
AA,1332,EYW,PHL,1639,2023
AA,1333,SAT,DFW,701,819
AA,1336,DFW,MCO,2106,45
AA,1337,DFW,EYW,1211,1545
AA,1339,CLT,JFK,1453,1644
AA,1339,JFK,CLT,925,1123
AA,1340,DFW,FLL,707,1043
AA,1340,FLL,DFW,1141,1342
AA,1341,DFW,EGE,1019,1136
AA,1341,EGE,DFW,1249,1545
AA,1342,DFW,CLT,1445,1808
AA,1347,IAH,MIA,654,1016
AA,1348,ILM,CLT,644,806
AA,1349,ATL,PHL,1803,2013
AA,1349,PHL,ATL,1513,1715
AA,1351,ORD,LAS,1507,1649
AA,1352,ABQ,PHX,1213,1238
AA,1352,PHX,ABQ,850,1100
AA,1353,DFW,SAT,702,813
AA,1353,SAT,DFW,911,1025
AA,1354,MCI,CLT,557,910
AA,1355,DFW,DTW,1516,1853
AA,1355,DTW,DFW,1946,2118
AA,1356,MIA,LGA,1219,1509
AA,1357,MIA,JFK,1932,2228
AA,1358,ORD,LAX,1019,1225
AA,1358,PIT,ORD,803,844
AA,1359,PHL,ORD,2106,2223
AA,1360,AVP,CLT,1121,1300
AA,1360,CLT,AVP,911,1038
AA,1361,RNO,DFW,554,1059
AA,1362,MSY,ORD,634,900
AA,1363,DFW,STL,1336,1520
AA,1363,STL,DFW,1615,1753
AA,1364,DFW,FLL,823,1210
AA,1364,FLL,DFW,1319,1514
AA,1365,DFW,ELP,800,831
AA,1365,ELP,DFW,941,1223
AA,1366,DFW,BOS,1936,14
AA,1367,BDL,DFW,1825,2103
AA,1367,DFW,BDL,1307,1726
AA,1368,ATL,MIA,2217,2359
AA,1368,MIA,ATL,1922,2126
AA,1369,DFW,MSY,2101,2224
AA,1369,SAN,DFW,1432,1933
AA,1370,EWR,MIA,744,1040
AA,1371,DFW,DSM,2114,2306
AA,1372,DFW,AUS,2128,2222
AA,1373,DFW,FLL,1304,1640
AA,1373,FLL,DFW,1734,1942
AA,1375,DFW,SAT,1529,1634
AA,1375,SAT,DFW,1728,1841
AA,1376,DFW,MCI,1426,1554
AA,1376,MCI,DFW,1650,1839
AA,1378,ORD,CLT,1437,1733
AA,1379,BDL,CLT,1350,1552
AA,1379,CLT,BDL,1102,1300
AA,1380,FLL,PHL,1151,1431
AA,1380,PHL,FLL,811,1049
AA,1381,DFW,GEG,1003,1138
AA,1381,GEG,DFW,1223,1742
AA,1382,SNA,DFW,842,1332
AA,1383,LAX,SAT,952,1436
AA,1383,SAT,LAX,1522,1630
AA,1384,CLT,DFW,1919,2102
AA,1386,PHX,CLT,2159,445
AA,1387,ORD,DEN,2042,2226
AA,1388,PHX,JFK,1510,2251
AA,1389,MIA,LGA,2033,2341
AA,1390,DFW,IAD,1222,1630
AA,1390,IAD,DFW,1731,1928
AA,1391,MIA,STT,1311,1816
AA,1391,STT,MIA,1908,2155
AA,1392,DFW,IAH,1923,2031
AA,1394,PHL,AUS,2110,44
AA,1395,MSP,DFW,626,908
AA,1396,BNA,DFW,1439,1630
AA,1396,DFW,BNA,1021,1212
AA,1397,MIA,MCI,2111,2343
AA,1398,AUS,ORD,1646,1923
AA,1399,DFW,SAN,2050,2217
AA,140,LAX,ATL,932,1641
AA,1401,FLL,PHL,1719,2001
AA,1401,PHL,FLL,1347,1627
AA,1402,MIA,CLT,1517,1716
AA,1403,BWI,DFW,616,840
AA,1404,DEN,PHX,709,757
AA,1405,DFW,MIA,1425,1803
AA,1406,DFW,SAT,2105,2209
AA,1407,DFW,IAH,820,931
AA,1407,IAH,DFW,1042,1202
AA,1409,BNA,LAX,1721,1930
AA,1409,LAX,BNA,923,1513
AA,1410,STL,DFW,816,1002
AA,1411,BGR,CLT,1811,2038
AA,1411,CLT,BGR,1412,1719
AA,1412,ONT,DFW,606,1102
AA,1414,SFO,DFW,1215,1730
AA,1416,DFW,IAH,1621,1721
AA,1416,IAH,DFW,1820,1936
AA,1417,BNA,PHL,1700,2033
AA,1417,PHL,BNA,1508,1606
AA,1418,CHS,DFW,510,652
AA,1419,CLT,FLL,709,859
AA,1419,FLL,CLT,1006,1200
AA,1421,CLT,PBI,2127,2319
AA,1422,DFW,CHS,1908,2238
AA,1423,IAH,DFW,736,909
AA,1424,CLT,SAV,1643,1813
AA,1424,SAV,CLT,1854,1955
AA,1425,DFW,BDL,1901,2330
AA,1426,TPA,ORD,637,826
AA,1429,DFW,FLL,2010,2347
AA,143,LAX,HNL,1428,1655
AA,1430,DFW,SFO,1851,2057
AA,1431,IAH,DFW,1810,1922
AA,1432,CLT,DCA,1401,1514
AA,1432,DCA,CLT,1128,1252
AA,1433,TUL,CLT,707,1047
AA,1435,PHL,JAX,1930,2153
AA,1437,LAX,IND,1003,1703
AA,1438,JAC,DFW,1226,1555
AA,1439,BOS,PHL,1050,1222
AA,1439,PHL,BOS,827,933
AA,144,HNL,LAX,2259,708
AA,1440,ORD,TPA,1836,2210
AA,1441,DFW,AUS,1015,1122
AA,1442,SAT,ORD,552,836
AA,1443,AUS,DFW,753,908
AA,1444,JFK,CLT,743,947
AA,1445,MIA,ORF,2115,2346
AA,1446,DFW,TUL,2151,2256
AA,1448,ORF,MIA,625,903
AA,1449,CLT,JAX,1126,1247
AA,1449,JAX,CLT,1405,1534
AA,1451,IAH,MIA,1825,2143
AA,1451,MIA,IAH,1545,1736
AA,1452,BOS,PHL,1240,1403
AA,1452,PHL,LAS,1543,1750
AA,1453,JAX,PHL,1430,1631
AA,1453,PHL,JAX,1106,1313
AA,1454,LAS,CLT,2149,448
AA,1455,TPA,DFW,713,856
AA,1456,DFW,MCI,1224,1357
AA,1456,MCI,DFW,1459,1630
AA,1457,BOS,ORD,1211,1359
AA,1457,ORD,BOS,758,1115
AA,1458,DFW,OKC,2048,2144
AA,1459,DFW,LAS,1845,1926
AA,1460,RDU,ORD,813,934
AA,1461,ORD,BOS,1508,1819
AA,1462,LAS,MIA,2305,633
AA,1462,MIA,LAS,1738,1934
AA,1463,ORD,DFW,2117,2326
AA,1464,BWI,CLT,1917,2123
AA,1464,CLT,BWI,1701,1838
AA,1465,ORD,DSM,2056,2209
AA,1466,CHS,DCA,1123,1240
AA,1466,DCA,CHS,827,1021
AA,1467,CLT,DFW,1142,1322
AA,1468,MIA,SAT,2102,2310
AA,147,PHX,SBP,1003,1146
AA,147,SBP,PHX,1229,1407
AA,1470,PHX,TPA,938,1633
AA,1470,TPA,PHX,1743,1913
AA,1471,CHS,PHL,1822,1958
AA,1471,PHL,CHS,1546,1735
AA,1472,CLT,SDF,757,911
AA,1472,SDF,CLT,1103,1234
AA,1473,CLT,CMH,1404,1530
AA,1473,CMH,CLT,1620,1742
AA,1474,CLT,LAS,2128,2313
AA,1476,DCA,JAX,1340,1537
AA,1477,PHX,DFW,1356,1806
AA,1478,CLT,IAH,1150,1340
AA,1478,IAH,CLT,1434,1757
AA,1479,BOS,ORD,1403,1546
AA,1479,ORD,BOS,950,1304
AA,1481,CMH,PHL,1138,1321
AA,1481,PHL,CMH,922,1109
AA,1482,LAS,DFW,1345,1816
AA,1485,BOS,ORD,1841,2029
AA,1485,ORD,BOS,1441,1753
AA,1487,JFK,PHX,640,849
AA,1489,PHL,SAN,1855,2131
AA,1490,LAS,ORD,1015,1558
AA,1490,ORD,LAS,703,902
AA,1492,CMH,DFW,1454,1616
AA,1494,LAS,DFW,1917,2348
AA,1496,LAS,PHL,942,1745
AA,1497,CLT,CVG,922,1059
AA,1497,CVG,CLT,1155,1313
AA,1499,LAX,CLT,555,1323
AA,1500,DFW,BNA,2150,2338
AA,1502,STL,ORD,720,839
AA,1504,LAX,DFW,1644,2157
AA,1505,DFW,SAV,1602,1911
AA,1505,SAV,DFW,1958,2142
AA,1506,DFW,IND,653,1004
AA,1506,IND,DFW,1103,1213
AA,1509,BOS,ORD,733,942
AA,1509,ORD,LAS,1101,1250
AA,1510,PHL,LAX,2024,2251
AA,1514,PHL,BOS,1925,2044
AA,1514,SAN,PHL,911,1724
AA,1515,ORD,DCA,1455,1739
AA,1516,PHX,MIA,2237,542
AA,1517,BUR,PHX,1919,2057
AA,1517,PHX,BUR,1703,1818
AA,1518,LAX,PHX,1307,1444
AA,1518,PHX,LAX,1042,1211
AA,152,LBB,DFW,616,725
AA,1520,IAH,PHL,602,1024
AA,1522,MIA,MEM,2221,2345
AA,1523,DEN,DFW,903,1153
AA,1523,DFW,DEN,713,815
AA,1525,DFW,ELP,2102,2139
AA,1526,MIA,LAX,844,1112
AA,1528,DCA,LAX,822,1058
AA,1529,CLT,CMH,2028,2141
AA,153,DFW,LBB,2252,2
AA,1530,MIA,LGA,1805,2047
AA,1531,CHS,CLT,1054,1157
AA,1531,CLT,CHS,909,1015
AA,1533,PHL,IAH,1849,2129
AA,1534,ONT,DFW,803,1254
AA,1535,CLE,CLT,1553,1725
AA,1535,CLT,CLE,1346,1506
AA,1536,DFW,XNA,1933,2047
AA,1537,DCA,CLT,1814,1955
AA,1538,MSN,DFW,639,925
AA,1539,BOS,DCA,657,854
AA,154,ORD,STL,1628,1736
AA,1540,LAX,DFW,1445,1945
AA,1542,PHX,DCA,2345,649
AA,1543,ORD,SAN,1704,1914
AA,1544,SMF,DFW,535,1046
AA,1545,PHX,BNA,1655,2211
AA,1547,DFW,LAS,1940,2027
AA,1548,PHX,BOS,1556,2337
AA,155,DFW,ICT,1638,1801
AA,155,ICT,DFW,1840,1951
AA,1550,DFW,CMH,734,1059
AA,1551,BDL,ORD,1209,1340
AA,1551,ORD,LAX,1455,1718
AA,1552,COS,DFW,1031,1311
AA,1552,DFW,COS,827,924
AA,1553,CLT,LAS,924,1105
AA,1553,LAS,CLT,1222,1951
AA,1554,DCA,MIA,2037,2336
AA,1555,DFW,GRR,1831,2155
AA,1557,DTW,PHL,1416,1542
AA,1557,PHL,DTW,1137,1332
AA,1559,DFW,ORD,1457,1722
AA,156,DFW,XNA,812,925
AA,156,XNA,DFW,1018,1133
AA,1561,GRR,DFW,601,738
AA,1563,DFW,MKE,2135,11
AA,1564,ORD,LAX,1903,2138
AA,1565,CLT,MCO,714,853
AA,1566,MIA,RDU,1858,2117
AA,1567,ATL,DFW,712,857
AA,1568,CVG,DFW,1220,1337
AA,1568,DFW,CVG,802,1106
AA,1569,DFW,DCA,1118,1504
AA,1570,ORD,DFW,1645,1859
AA,1571,LAX,MIA,1204,1949
AA,1573,PHL,PVD,454,609
AA,1574,EUG,PHX,1501,1723
AA,1575,EWR,CLT,805,1009
AA,1576,DFW,GRR,1524,1847
AA,1576,GRR,DFW,1939,2104
AA,1577,MIA,CLT,1835,2102
AA,1578,DFW,MSP,1828,2104
AA,1580,CLT,SFO,1153,1434
AA,1581,MIA,STL,2111,2317
AA,1583,DFW,PIT,722,1057
AA,1583,PIT,DFW,1145,1338
AA,1584,DFW,MSY,1751,1911
AA,1584,LAS,DFW,1247,1720
AA,1585,LAX,ORD,1326,1942
AA,1586,AUS,PHL,1338,1820
AA,1587,JFK,PHX,1738,1931
AA,1588,BWI,CLT,628,810
AA,1589,CLT,DCA,907,1023
AA,1590,LAX,CLT,942,1739
AA,1591,SJU,DFW,1509,1924
AA,1592,CLT,LAX,1045,1244
AA,1593,AUS,MIA,514,853
AA,1594,LAX,ORD,1145,1742
AA,1594,ORD,PIT,1824,2043
AA,1597,ORD,LAX,2042,2304
AA,1598,DFW,GSO,1342,1706
AA,1598,GSO,DFW,1758,1943
AA,16,SFO,JFK,1051,1918
AA,1602,DFW,FAT,2241,8
AA,1603,EWR,DFW,750,1025
AA,1604,SAT,MIA,529,909
AA,1605,DFW,RDU,1749,2137
AA,1606,DCA,MIA,1628,1901
AA,1606,MIA,DCA,1310,1534
AA,1607,DFW,CLE,1959,2346
AA,1608,ORD,DCA,1924,2209
AA,1609,PHL,LAX,1048,1325
AA,1610,DFW,SFO,819,1006
AA,1610,SFO,DFW,1059,1601
AA,1611,LAS,PHX,1625,1724
AA,1611,PHX,SAT,1852,2250
AA,1612,LAX,PHL,934,1758
AA,1613,MIA,SJU,1000,1219
AA,1613,SJU,MIA,1328,1613
AA,1614,PHL,LAX,809,1041
AA,1615,CLT,MCI,1657,1821
AA,1615,MCI,CLT,1907,2228
AA,1616,CLT,MCI,927,1058
AA,1616,MCI,CLT,1201,1526
AA,1617,CLT,DEN,722,845
AA,1617,DEN,CLT,956,1518
AA,1618,LAX,CLT,2252,627
AA,1619,CLT,MCI,1319,1443
AA,1619,MCI,CLT,1601,1915
AA,162,HNL,LAX,1232,2046
AA,1620,ELP,PHX,1221,1250
AA,1620,PHX,ELP,848,1109
AA,1621,LAX,CLT,835,1612
AA,1622,MCI,PHX,1508,1557
AA,1622,PHX,MCI,931,1357
AA,1623,LAX,SFO,1708,1831
AA,1623,SFO,LAX,1903,2024
AA,1624,FAT,DFW,2356,513
AA,1625,CLT,DFW,917,1059
AA,1626,LGA,DFW,823,1102
AA,1627,EWR,ORD,649,816
AA,1628,MCO,PHX,657,849
AA,1629,MIA,DEN,2015,2236
AA,1630,DEN,ORD,1216,1537
AA,1630,ORD,DEN,942,1110
AA,1632,BOS,LAX,1849,2150
AA,1632,LAX,BOS,943,1800
AA,1633,DFW,ONT,1026,1128
AA,1634,DFW,SAN,1918,2020
AA,1634,ORF,DFW,1456,1725
AA,1635,CLT,SLC,1018,1237
AA,1635,SLC,CLT,1339,1948
AA,1636,IAH,ORD,1137,1408
AA,1636,ORD,IAH,803,1030
AA,1637,MIA,LAX,1938,2158
AA,1638,CHS,DFW,2133,2316
AA,1638,DFW,CHS,1713,2047
AA,1639,DFW,LAX,552,701
AA,164,ONT,PHX,953,1116
AA,164,PHX,ONT,729,844
AA,1640,MIA,LAX,2110,2344
AA,1641,LAX,DFW,216,726
AA,1642,MIA,ORD,634,859
AA,1644,DFW,LAX,2231,2330
AA,1645,CLT,RDU,2032,2117
AA,1645,SAN,CLT,1604,2348
AA,1646,RSW,CLT,814,1004
AA,1647,MCO,CLT,631,816
AA,1648,CLT,PHL,2143,2329
AA,1649,MIA,DFW,1439,1638
AA,165,PHX,SLC,1212,1435
AA,165,SLC,PHX,1541,1619
AA,1650,CLT,ORD,1239,1337
AA,1652,PHL,ORD,901,1037
AA,1653,LAX,DFW,1235,1739
AA,1654,DEN,CLT,2354,456
AA,1655,ORD,LAX,803,1046
AA,1656,PHL,CLT,2113,2256
AA,1657,CLT,SAT,2214,33
AA,1658,ORD,SLC,812,1038
AA,1658,SLC,ORD,1203,1611
AA,1659,DFW,PHX,2011,2034
AA,166,PHX,TUS,1721,1803
AA,166,TUS,PHX,1844,1934
AA,1660,LAX,DFW,1037,1553
AA,1661,CLT,IAH,1425,1554
AA,1661,IAH,CLT,1711,2058
AA,1662,CLT,DEN,1146,1317
AA,1662,DEN,CLT,1418,1933
AA,1664,DFW,DSM,1256,1449
AA,1664,DSM,DFW,1536,1730
AA,1665,CLT,RDU,1519,1609
AA,1665,LAS,CLT,1308,2039
AA,1666,DCA,MCO,650,906
AA,1667,SEA,DFW,717,1311
AA,1668,LAX,PHX,946,1110
AA,1668,PHX,LAX,716,835
AA,1669,DFW,LAX,1631,1739
AA,1669,LAX,DFW,1859,2349
AA,1670,ABQ,DFW,1136,1418
AA,1670,DFW,ABQ,1002,1040
AA,1671,DCA,MIA,1856,2136
AA,1672,DFW,MCO,831,1216
AA,1672,MCO,DFW,1316,1512
AA,1673,DTW,PHX,1808,1910
AA,1673,PHX,DTW,900,1607
AA,1674,PHL,RDU,1453,1614
AA,1674,RDU,PHL,537,655
AA,1675,LAX,PHX,1939,2106
AA,1675,PHX,LAX,1711,1846
AA,1676,PHL,BTV,2121,2236
AA,1677,DFW,SMF,2102,2243
AA,1678,CLT,PHX,723,911
AA,1679,DFW,ELP,706,742
AA,1680,MIA,LGA,1707,1950
AA,1681,DFW,ELP,1522,1601
AA,1681,ELP,DFW,1655,1940
AA,1682,CLT,MCO,1651,1850
AA,1682,LAS,CLT,802,1537
AA,1683,ORD,MCI,2059,2235
AA,1684,DTW,PHL,734,918
AA,1685,CLT,GRR,1458,1647
AA,1685,GRR,CLT,1738,1936
AA,1686,DFW,SNA,704,843
AA,1686,SNA,DFW,929,1446
AA,1687,DFW,EUG,1126,1322
AA,1688,EWR,ORD,1717,1906
AA,1688,ORD,EWR,1316,1634
AA,1689,EWR,ORD,1206,1340
AA,1689,ORD,EWR,820,1119
AA,1690,MIA,MSP,2053,2327
AA,1691,EWR,ORD,1416,1544
AA,1692,EWR,MIA,1226,1527
AA,1692,MIA,EWR,827,1120
AA,1693,LAS,ORD,1157,1733
AA,1694,CLT,SRQ,810,1002
AA,1694,SRQ,CLT,1141,1344
AA,1695,LAX,DCA,1317,2111
AA,1696,MKE,DFW,838,1101
AA,1697,CLT,EWR,942,1128
AA,1698,LGA,MIA,1840,2141
AA,1699,DFW,DCA,651,1032
AA,1700,EWR,DFW,1245,1513
AA,1701,LAS,DFW,654,1129
AA,1703,PVD,CLT,625,831
AA,1704,TPA,CLT,900,1056
AA,1705,ORD,LGA,1543,1842
AA,1706,BTV,PHL,545,704
AA,1707,CLT,EWR,725,907
AA,1707,EWR,CLT,1019,1221
AA,1708,EWR,MIA,1831,2138
AA,1708,MIA,EWR,1448,1735
AA,1709,DFW,MCO,719,1101
AA,171,JFK,LAX,930,1221
AA,1710,DFW,MCI,1733,1907
AA,1710,MCI,DFW,2001,2135
AA,1712,MCO,CLT,1232,1412
AA,1713,LGA,ORD,1756,1942
AA,1714,MCO,CLT,945,1118
AA,1715,ORD,AUS,1913,2139
AA,1716,GSO,DFW,511,721
AA,1718,ATL,CLT,645,805
AA,1719,DFW,ORD,451,704
AA,1721,CLT,MCO,1543,1722
AA,1721,MCO,CLT,1825,2009
AA,1724,BUF,DFW,1712,1911
AA,1724,DFW,BUF,1223,1613
AA,1725,LAX,DFW,1037,1544
AA,1726,AUS,ORD,758,1049
AA,1727,CLT,JFK,2023,2226
AA,1728,LAX,SFO,1921,2108
AA,1728,SFO,LAX,2149,2327
AA,1729,DFW,FAT,805,923
AA,1729,FAT,DFW,1031,1531
AA,1731,CHS,CLT,657,809
AA,1732,RDU,LGA,708,830
AA,1733,DFW,MKE,1422,1639
AA,1733,MKE,DFW,1728,2014
AA,1734,DFW,MCI,855,1031
AA,1735,CLT,GSO,1849,1930
AA,1735,GSO,CLT,2008,2117
AA,1736,DFW,MSN,1438,1649
AA,1736,MSN,DFW,1740,1951
AA,1737,MCO,DFW,1705,1903
AA,1739,PHL,ORD,1406,1535
AA,1740,CLT,SAN,1646,1832
AA,1740,RDU,CLT,1242,1352
AA,1741,MCO,MIA,955,1058
AA,1743,CLT,FLL,921,1120
AA,1743,FLL,CLT,1241,1432
AA,1744,DFW,PHX,2257,2314
AA,1745,CLT,SFO,1830,2126
AA,1746,MIA,MSY,2243,2355
AA,1749,CLT,MCO,1726,1928
AA,1749,MCO,CLT,2012,2215
AA,1752,CLT,FLL,1638,1846
AA,1752,FLL,CLT,1938,2149
AA,1753,CLT,FLL,1156,1351
AA,1753,FLL,CLT,1446,1655
AA,1754,OMA,ORD,519,642
AA,1755,LAS,PHL,2314,651
AA,1756,MSP,PHX,1401,1507
AA,1757,CLT,MCO,911,1044
AA,1757,MCO,CLT,1207,1344
AA,1758,DFW,MEM,2238,19
AA,1760,MCO,DFW,1953,2148
AA,1761,PHL,STL,1405,1528
AA,1761,STL,PHL,1625,2016
AA,1762,LIT,DFW,546,715
AA,1763,DCA,MCO,1853,2115
AA,1764,ORD,BNA,1909,2038
AA,1766,BOS,MIA,610,933
AA,1768,MSY,DFW,537,723
AA,1769,GEG,PHX,1432,1705
AA,1769,PHX,GEG,1040,1316
AA,177,JFK,SFO,2024,9
AA,1771,DFW,LAS,1757,1842
AA,1772,DFW,MCO,1337,1704
AA,1772,MCO,DFW,1756,1956
AA,1773,CLT,TPA,2247,27
AA,1775,CLT,DCA,1825,1935
AA,1776,BOS,PHL,1615,1837
AA,1776,PHL,BOS,1951,2138
AA,1777,MCO,MIA,2027,2126
AA,1779,MCI,ORD,1825,1955
AA,1779,ORD,MCI,1601,1732
AA,178,DFW,CHS,2054,27
AA,1780,MCO,MIA,1354,1455
AA,1782,MCO,ORD,1745,1949
AA,1782,ORD,MCO,1313,1653
AA,1783,MCO,PHL,1959,2224
AA,1784,MCO,LAX,1902,2059
AA,1785,MSY,DFW,1603,1749
AA,1786,CLT,MEM,1725,1814
AA,1786,MEM,CLT,1906,2152
AA,1787,DCA,MCO,820,1034
AA,1787,MCO,DCA,1140,1339
AA,1788,DFW,PHX,1402,1417
AA,1789,MEM,DFW,1633,1800
AA,179,JFK,SFO,828,1211
AA,1790,CLT,MEM,754,828
AA,1790,MEM,CLT,919,1201
AA,1791,DFW,LAX,1429,1532
AA,1793,MFE,DFW,1126,1302
AA,1794,MIA,DFW,1125,1342
AA,1795,PHL,PIT,1403,1519
AA,1796,DFW,PHX,1629,1650
AA,1797,DFW,LAS,2056,2142
AA,1799,DFW,MFE,915,1036
AA,180,PHX,TUS,844,928
AA,180,TUS,PHX,1021,1111
AA,1800,GSP,DFW,703,848
AA,1801,IND,CLT,606,745
AA,1802,DCA,SYR,954,1108
AA,1802,SYR,DCA,1150,1301
AA,1803,DFW,MFE,1542,1659
AA,1803,MFE,DFW,1827,2024
AA,1804,CLT,MKE,1612,1731
AA,1804,MKE,CLT,1825,2132
AA,1805,DFW,ORD,942,1147
AA,1806,TPA,PHL,655,911
AA,1808,LAS,PHX,609,724
AA,1809,CLT,PHL,742,942
AA,181,PHX,MRY,2033,2219
AA,1810,CLT,MKE,906,1045
AA,1810,MKE,CLT,429,733
AA,1811,DFW,OMA,658,847
AA,1811,OMA,DFW,949,1136
AA,1812,ORD,IND,1931,2125
AA,1813,PHL,CLE,1921,2049
AA,1814,MCO,CLT,1734,1920
AA,1815,LAX,MIA,810,1601
AA,1815,MIA,LAX,1739,2021
AA,1816,PHX,MIA,847,1557
AA,1818,CLT,PHL,1108,1321
AA,1819,PHX,DEN,1858,2136
AA,182,MRY,PHX,555,741
AA,1820,DFW,ONT,944,1036
AA,1820,ONT,DFW,1228,1727
AA,1821,ONT,DFW,1258,1741
AA,1822,CLT,PHL,1836,2037
AA,1823,IND,PHX,1826,1905
AA,1824,DFW,PHL,811,1216
AA,1825,DFW,LAX,2146,2300
AA,1826,DFW,SDF,1834,2146
AA,183,ICT,DFW,732,854
AA,1830,CLT,JAX,2210,2332
AA,1830,JAX,CLT,8,122
AA,1831,DFW,DCA,1535,1931
AA,1832,DEN,DFW,1712,2022
AA,1832,DFW,DEN,1517,1615
AA,1833,CLT,JAX,2226,2343
AA,1834,PIT,CLT,2019,2155
AA,1835,PHX,MSN,1605,2108
AA,1836,MSY,PHX,1814,1936
AA,1836,PHX,MSY,1226,1723
AA,1837,CLT,MSY,1457,1557
AA,1837,MSY,CLT,1649,1946
AA,1838,ORD,OMA,2117,2247
AA,1839,DCA,DFW,542,800
AA,184,DFW,ICT,753,911
AA,1840,CLT,IAH,2016,2147
AA,1841,CLT,MSY,1305,1352
AA,1841,MSY,CLT,1456,1746
AA,1842,CLT,MSY,855,957
AA,1842,MSY,CLT,1044,1334
AA,1843,CLT,BOS,2124,2332
AA,1844,DFW,PBI,1456,1833
AA,1844,PBI,DFW,1925,2130
AA,1845,PHL,TPA,1350,1631
AA,1845,TPA,PHL,1724,1947
AA,1846,MEM,CLT,724,1006
AA,1847,CLT,SJU,710,1036
AA,1847,SJU,CLT,1132,1513
AA,1848,DFW,MSY,1033,1157
AA,1848,MSY,DFW,1308,1438
AA,1849,CLT,PDX,1833,2057
AA,185,JFK,LAX,2146,35
AA,1850,CLT,TPA,1700,1845
AA,1850,TPA,CLT,1933,2106
